id_orgao,nm_orgao,sigla_orgao,esfera,home_page,nome_municipio,cd_municipio_ibge
53400,PM DE NOVO HAMBURGO,PM N HAMBU,MUNICIPAL,www.novohamburgo.rs.gov.br,NOVO HAMBURGO,4313409
53401,CM DE NOVO HAMBURGO,CM N HAMBU,MUNICIPAL,www.camaranh.rs.gov.br,NOVO HAMBURGO,4313409
53402,FENAC S/A. HOTÉIS E COMÉRCIO-N.HAMBURGO,FENAC-HOTE,MUNICIPAL,,NOVO HAMBURGO,4313409
53403,EMPRESA DE SERV. INTERMUN. LTDA.-N.HAMBURGO,ESINTER,MUNICIPAL,,NOVO HAMBURGO,4313409
53405,FENAC S.A. FEIRAS E EMPREEND. TURÍSTICOS - N. HAMBURGO,FENAC,MUNICIPAL,www.fenac.com.br,NOVO HAMBURGO,4313409
53406,CIA. MUNICIPAL DE URBANISMO - NOVO HAMBURGO,COMUR-NH,MUNICIPAL,www.comur.com.br,NOVO HAMBURGO,4313409
53407,CIA. MUN. SANEAMENTO-NOVO HAMBURGO,COMUSA-NH,MUNICIPAL,www.comusa.com.br,NOVO HAMBURGO,4313409
53408,FUND. PRÓ-PARQUE DE NOVO HAMBURGO,F.PRO-PARQ,MUNICIPAL,,NOVO HAMBURGO,4313409
53409,FUND. CULTURAL DE NOVO HAMBURGO,F.CULT.-N.,MUNICIPAL,,NOVO HAMBURGO,4313409
53410,FUND. ERNESTO F. SCHEFFEL - N. HAMBURGO,FEFS,MUNICIPAL,www.scheffel.com.br,NOVO HAMBURGO,4313409
53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,IPASEM,MUNICIPAL,www.ipasemnh.com.br,NOVO HAMBURGO,4313409
53412,FUND. MANTEN. MUSEU DE ARTE SCHEFFEL -NOVO HAMBURGO,FUNMAS,MUNICIPAL,,NOVO HAMBURGO,4313409
53413,ASSOCIAÇÃO HOSPITALAR NOVO HAMBURGO,AHNH,MUNICIPAL,,NOVO HAMBURGO,4313409
53500,PM DE OSÓRIO,PM,MUNICIPAL,www.osorio.rs.gov.br,OSÓRIO,4313508
53501,CM DE OSÓRIO,CM OSORIO,MUNICIPAL,www.camaraosorio.rs.gov.br,OSÓRIO,4313508
53502,FUND. CULTURAL PARQUE DE RODEIOS-OSÓRIO,FUNDAPARQU,MUNICIPAL,,OSÓRIO,4313508
53600,PM DE PAIM FILHO,PM PAIM FI,MUNICIPAL,www.paimfilho.rs.gov.br,PAIM FILHO,4313607
53601,CM DE PAIM FILHO,CM PAIM FI,MUNICIPAL,www.camarapaimfilho.rs.gov.br,PAIM FILHO,4313607
53700,PM DE PALMEIRA DAS MISSÕES,PM,MUNICIPAL,www.palmeiradasmissoes-rs.com.br,PALMEIRA DAS MISSÕES,4313706
53701,CM DE PALMEIRA DAS MISSÕES,CM PALMEIR,MUNICIPAL,www.camarapalmeiradasmissoes.rs.gov.br/,PALMEIRA DAS MISSÕES,4313706
53702,FUND. HOSPITALAR DE PALMEIRA DAS MISSÕES,FUNHPAM,MUNICIPAL,,PALMEIRA DAS MISSÕES,4313706
53800,PM DE PALMITINHO,PM,MUNICIPAL,palmitinho.atende.net,PALMITINHO,4313805
53801,CM DE PALMITINHO,CM PALMITI,MUNICIPAL,www.cmvpalmitinho.com.br,PALMITINHO,4313805
53900,PM DE PANAMBI,PM,MUNICIPAL,www.panambi.rs.gov.br,PANAMBI,4313904
53901,CM DE PANAMBI,CM PANAMBI,MUNICIPAL,www.camarapanambi.rs.gov.br,PANAMBI,4313904
54000,PM DE PARAÍ,PM PARAI,MUNICIPAL,www.parai.rs.gov.br,PARAÍ,4314001
54001,CM DE PARAÍ,CM PARAI,MUNICIPAL,www.parai.rs.leg.br,PARAÍ,4314001
54100,PM DE PASSO FUNDO,PM PASSO F,MUNICIPAL,www.passofundo.rs.gov.br,PASSO FUNDO,4314100
54101,CM DE PASSO FUNDO,CM PASSO F,MUNICIPAL,www.camarapf.rs.gov.br,PASSO FUNDO,4314100
54102,HOSP. BENEF. DR. CÉSAR SANTOS - P. FUNDO,HBCS-P.F.,MUNICIPAL,www.hbcs.rs.gov.br,PASSO FUNDO,4314100
54103,CIA. DE DESENV. DE PASSO FUNDO,CODEPAS-P.,MUNICIPAL,codepas.com.br,PASSO FUNDO,4314100
54104,CAIXA PREST. ASSIST. SERV. SAÚDE DOS SERV. MUN. DE P. FUNDO,CAPASEMU-P,MUNICIPAL,www.capasemu.com.br/site/,PASSO FUNDO,4314100
54200,PM DE PEDRO OSÓRIO,PM PEDRO O,MUNICIPAL,http://www.pedroosorio.rs.gov.br/novo_site/,PEDRO OSÓRIO,4314209
54201,CM DE PEDRO OSÓRIO,CM PEDRO O,MUNICIPAL,www.campedroosorio.rs.gov.br,PEDRO OSÓRIO,4314209
54300,PM DE PEJUÇARA,PM,MUNICIPAL,www.pejucara.rs.gov.br,PEJUÇARA,4314308
54301,CM DE PEJUÇARA,CM PEJUCAR,MUNICIPAL,www.camarapejucara.rs.gov.br,PEJUÇARA,4314308
54400,PM DE PELOTAS,PM PELOTAS,MUNICIPAL,www.pelotas.rs.gov.br,PELOTAS,4314407
54401,CM DE PELOTAS,CM PELOTAS,MUNICIPAL,www.camarapel.rs.gov.br,PELOTAS,4314407
54403,EMPRESA DA PEDREIRA MUNICIPAL LTDA. - PELOTAS,EMPEM,MUNICIPAL,,PELOTAS,4314407
54404,CAIXA PENSÕES SERVIDORES MUNICIPAIS - PELOTAS,CAPESEMU,MUNICIPAL,,PELOTAS,4314407
54405,SERVIÇO AUTÔN. DE SANEAMENTO DE PELOTAS,SANEP,MUNICIPAL,www.pelotas.com.br,PELOTAS,4314407
54406,FUNDAÇÃO MUNICIPAL DE INTEGRAÇÃO TURÍSTICO-CULTURAL DO SUL - PELOTAS,INTEGRASUL,MUNICIPAL,,PELOTAS,4314407
54407,EMPRESA MUNICIPAL DE OBRAS LTDA. -  PELOTAS,EMPEL,MUNICIPAL,,PELOTAS,4314407
54408,EMPRESA MUNICIPAL TERM. RODOV. DE PELOTAS LTDA.,ETERPEL,MUNICIPAL,www.pelotas.com.br,PELOTAS,4314407
54409,FUND. TEATRO SETE DE ABRIL-PELOTAS,,MUNICIPAL,,PELOTAS,4314407
54411,FUND. MOV. ASSISTENCIAL DE PELOTAS,FMAPEL,MUNICIPAL,,PELOTAS,4314407
54413,COMPANHIA DE INFORMÁTICA DE PELOTAS,COINPEL,MUNICIPAL,pelotas.rs.gov.br,PELOTAS,4314407
54500,PM DE PINHEIRO MACHADO,PM P. MACH,MUNICIPAL,www.pinheiromachado.rs.gov.br,PINHEIRO MACHADO,4314506
54501,CM DE PINHEIRO MACHADO,CM P MACHA,MUNICIPAL,www.camarapm.rs.gov.br/site/content/home/,PINHEIRO MACHADO,4314506
54600,PM DE PIRATINI,PM PIRATIN,MUNICIPAL,www.prefeiturapiratini.rs.gov.br,PIRATINI,4314605
54601,CM DE PIRATINI,CM PIRATIN,MUNICIPAL,www.camarapiratini.rs.gov.br,PIRATINI,4314605
54700,PM DE PLANALTO,PM,MUNICIPAL,www.planalto.rs.gov.br,PLANALTO,4314704
54701,CM DE PLANALTO,CM PLANALT,MUNICIPAL,www.planalto.rs.leg.br,PLANALTO,4314704
54800,PM DE PORTÃO,PM PORTAO,MUNICIPAL,www.portao.rs.gov.br,PORTÃO,4314803
54801,CM DE PORTÃO,CM PORTAO,MUNICIPAL,www.camaraportao.rs.gov.br,PORTÃO,4314803
54900,PM DE PORTO ALEGRE,PMPA,MUNICIPAL,www.portoalegre.rs.gov.br,PORTO ALEGRE,4314902
54901,CM DE PORTO ALEGRE,CM PORTO A,MUNICIPAL,www.camarapoa.rs.gov.br,PORTO ALEGRE,4314902
54907,DEP. MUNICIPAL DE ÁGUA E ESGOTOS - PORTO ALEGRE,DMAE,MUNICIPAL,http://www.prefpoa.com.br,PORTO ALEGRE,4314902
54908,DEP. MUNICIPAL DE LIMPEZA URBANA - PORTO ALEGRE,DMLU,MUNICIPAL,www.portoalegre.rs.gov.br/dmlu,PORTO ALEGRE,4314902
54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,DEMHAB,MUNICIPAL,portoalegre.rs.gov.br/demhab,PORTO ALEGRE,4314902
54910,FUND. DE ASSIST. SOCIAL E CIDADANIA - PORTO ALEGRE,FASC,MUNICIPAL,,PORTO ALEGRE,4314902
54911,CIA. PROC. DE DADOS DO MUNIC. PORTO ALEGRE,PROCEMPA,MUNICIPAL,www.procempa.com.br,PORTO ALEGRE,4314902
54912,CIA. CARRIS PORTO-ALEGRENSE,CARRIS,MUNICIPAL,www.carris.com.br,PORTO ALEGRE,4314902
54913,EMPRESA PORTOALEGRENSE DE TURISMO S/A.,EPATUR,MUNICIPAL,www.portoalegre.rs.gov.br/turismo,PORTO ALEGRE,4314902
55000,PM DE PORTO LUCENA,PM,MUNICIPAL,www.portolucena.rs.gov.br,PORTO LUCENA,4315008
55001,CM DE PORTO LUCENA,CM P LUCEN,MUNICIPAL,www.camaraportolucena.rs.gov.br,PORTO LUCENA,4315008
55100,PM DE PORTO XAVIER,PM,MUNICIPAL,www.portoxavier.rs.gov.br,PORTO XAVIER,4315107
55101,CM DE PORTO XAVIER,CM P XAVIE,MUNICIPAL,www.camaraportoxavier.rs.gov.br,PORTO XAVIER,4315107
55200,PM DE PUTINGA,PM PUTINGA,MUNICIPAL,http://www.putinga.rs.gov.br/,PUTINGA,4315206
55201,CM DE PUTINGA,CM PUTINGA,MUNICIPAL,www.camaraputinga.com.br,PUTINGA,4315206
55300,PM DE QUARAÍ,PM,MUNICIPAL,www.quarai.rs.gov.br,QUARAÍ,4315305
55301,CM DE QUARAÍ,CM QUARAI,MUNICIPAL,www.camaraquarai.rs.gov.br,QUARAÍ,4315305
55400,PM DE REDENTORA,PM,MUNICIPAL,www.redentora.rs.gov.br,REDENTORA,4315404
55401,CM DE REDENTORA,CM REDENTO,MUNICIPAL,www.cmvrredentora.com,REDENTORA,4315404
55500,PM DE RESTINGA SECA,PM RS,MUNICIPAL,www.restingaseca.rs.gov.br,RESTINGA SECA,4315503
55501,CM DE RESTINGA SECA,CM REST SE,MUNICIPAL,www.restingaseca.rs.leg.br,RESTINGA SECA,4315503
55600,PM DE RIO GRANDE,PM RIO GRA,MUNICIPAL,www.riogrande.rs.gov.br,RIO GRANDE,4315602
55601,CM DE RIO GRANDE,CM RIO GRA,MUNICIPAL,www.camarariogrande.rs.gov.br,RIO GRANDE,4315602
55602,DEP. AUTÁRQUICO TRANSP. COLETIVOS - RIO GRANDE,DATC,MUNICIPAL,,RIO GRANDE,4315602
55603,CIA. RIOGRANDINA DE DESENVOLV.-R.GRANDE,CRD,MUNICIPAL,,RIO GRANDE,4315602
55604,AUTARQUIA DO BALNEÁRIO CASSINO-R.GRANDE,ABC,MUNICIPAL,,RIO GRANDE,4315602
55700,PM DE RIO PARDO,PM RIO PAR,MUNICIPAL,www.riopardo.rs.gov.br,RIO PARDO,4315701
55701,CM DE RIO PARDO,CM RIO PAR,MUNICIPAL,www.camarariopardo.rs.gov.br,RIO PARDO,4315701
55800,PM DE ROCA SALES,PM ROCA SA,MUNICIPAL,www.rocasales-rs.com.br,ROCA SALES,4315800
55801,CM DE ROCA SALES,CM ROCA SA,MUNICIPAL,www.camararocasales.com.br,ROCA SALES,4315800
55900,PM DE RODEIO BONITO,PM,MUNICIPAL,www.rodeiobonito.rs.gov.br,RODEIO BONITO,4315909
55901,CM DE RODEIO BONITO,CM RODEIO,MUNICIPAL,www.rodeiobonito.rs.leg.br,RODEIO BONITO,4315909
56000,PM DE ROLANTE,PM,MUNICIPAL,www.rolante.rs.gov.br,ROLANTE,4316006
56001,CM DE ROLANTE,CM ROLANTE,MUNICIPAL,www.camararolante.com.br,ROLANTE,4316006
56100,PM DE RONDA ALTA,PM RONDA A,MUNICIPAL,www.rondaalta.rs.gov.br,RONDA ALTA,4316105
56101,CM DE RONDA ALTA,CM RONDA A,MUNICIPAL,www.rondaalta.rs.leg.br,RONDA ALTA,4316105
56200,PM DE RONDINHA,PM RONDINH,MUNICIPAL,www.rondinha.rs.gov.br,RONDINHA,4316204
56201,CM DE RONDINHA,CM RONDINH,MUNICIPAL,www.rondinha.rs.leg.br,RONDINHA,4316204
56300,PM DE ROQUE GONZALES,PM,MUNICIPAL,www.roquegonzales-rs.com.br,ROQUE GONZALES,4316303
56301,CM DE ROQUE GONZALES,CM ROQUE G,MUNICIPAL,www.roquegonzales-rs.com.br,ROQUE GONZALES,4316303
56400,PM DE ROSÁRIO DO SUL,PM,MUNICIPAL,www.prefeituraderosario.com.br,ROSÁRIO DO SUL,4316402
56401,CM DE ROSÁRIO DO SUL,CM ROSARIO,MUNICIPAL,www.camararosariodosul.rs.gov.br,ROSÁRIO DO SUL,4316402
56500,PM DE SALVADOR DO SUL,PM S. DO S,MUNICIPAL,www.salvadordosul.rs.gov.br,SALVADOR DO SUL,4316501
56501,CM DE SALVADOR DO SUL,CM SALVADO,MUNICIPAL,www.camarasalvadordosul.rs.gov.br,SALVADOR DO SUL,4316501
56600,PM DE SANANDUVA,PM SANANDU,MUNICIPAL,www.sananduva.rs.gov.br/,SANANDUVA,4316600
56601,CM DE SANANDUVA,CM SANANDU,MUNICIPAL,www.camarasananduva.rs.gov.br/,SANANDUVA,4316600
56700,PM DE SANTA BÁRBARA DO SUL,PM STA BAR,MUNICIPAL,www.santabarbaradosul.rs.gov.br,SANTA BÁRBARA DO SUL,4316709
56701,CM DE SANTA BÁRBARA DO SUL,CM STA BAR,MUNICIPAL,www.cmsantabarbaradosul.rs.gov.br,SANTA BÁRBARA DO SUL,4316709
56702,INST. MUN. PREV. ASSIST. SERV. S. BÁRBARA DO SUL - IMPAS,IMPAS,MUNICIPAL,www.santabarbaradosul.rs.gov.br,SANTA BÁRBARA DO SUL,4316709
56800,PM DE SANTA CRUZ DO SUL,PM S.CRUZ,MUNICIPAL,www.santacruz.rs.gov.br,SANTA CRUZ DO SUL,4316808
56801,CM DE SANTA CRUZ DO SUL,CM SANTA C,MUNICIPAL,www.camarasantacruz.rs.gov.br,SANTA CRUZ DO SUL,4316808
56900,PM DE SANTA MARIA,PM SANTA M,MUNICIPAL,www.santamaria.rs.gov.br,SANTA MARIA,4316907
56901,CM DE SANTA MARIA,CM SANTA M,MUNICIPAL,www.camara-sm.rs.gov.br,SANTA MARIA,4316907
57000,PM DE SANTANA DA BOA VISTA,PM S BOA V,MUNICIPAL,www.santanadaboavista.rs.gov.br,SANTANA DA BOA VISTA,4317004
57001,CM DE SANTANA DA BOA VISTA,CM SANT B,MUNICIPAL,www.santanadaboavista.rs.leg.br,SANTANA DA BOA VISTA,4317004
57100,PM DE SANT'ANA DO LIVRAMENTO,PM,MUNICIPAL,www.sdolivramento.com.br,SANTANA DO LIVRAMENTO,4317103
57101,CM DE SANT'ANA DO LIVRAMENTO,CM LIVRAME,MUNICIPAL,www.santanadolivramento.rs.leg.br/,SANTANA DO LIVRAMENTO,4317103
57102,DEP. DE ÁGUA E ESGOTOS - SANT'ANA DO LIVRAMENTO,DAE,MUNICIPAL,www.santanadolivramento.com.br/dae,SANTANA DO LIVRAMENTO,4317103
57103,SISTEMA DE PREVIDÊNCIA MUNICIPAL - S. LIVRAMENTO,SISPREM,MUNICIPAL,www.sisprem.santanadolivramento.rs.gov.br,SANTANA DO LIVRAMENTO,4317103
57200,PM DE SANTA ROSA,PM,MUNICIPAL,www.santarosa.rs.gov.br,SANTA ROSA,4317202
57201,CM DE SANTA ROSA,CM SANTA R,MUNICIPAL,www.camarasantarosa.rs.gov.br,SANTA ROSA,4317202
57202,CONSÓRCIO DISTRITAL DE SAÚDE,CODIS,MUNICIPAL,codis.starosa@hturbo.com.br,SANTA ROSA,4317202
57203,FUND. MUN. DE SAÚDE - SANTA ROSA,FUMSSAR,MUNICIPAL,www.fumssar.com.br,SANTA ROSA,4317202
57300,PM DE SANTA VITÓRIA DO PALMAR,PM S V PAL,MUNICIPAL,www.santavitoriadopalmar.rs.gov.br,SANTA VITÓRIA DO PALMAR,4317301
57301,CM DE SANTA VITÓRIA DO PALMAR,CM S V PAL,MUNICIPAL,www.camarasvp.rs.gov.br,SANTA VITÓRIA DO PALMAR,4317301
57302,CAIXA DE AUXÍLIOS DOS SERV. MUNIC. - SANTA VIT. DO PALMAR,CASERVIM,MUNICIPAL,www.santavitoriadopalmar.rs.gov.br,SANTA VITÓRIA DO PALMAR,4317301
57400,PM DE SANTIAGO,PM SANTIAG,MUNICIPAL,www.santiago.rs.gov.br,SANTIAGO,4317400
57401,CM DE SANTIAGO,CM SANTIAG,MUNICIPAL,www.camaradesantiago.rs.gov.br,SANTIAGO,4317400
57500,PM DE SANTO ÂNGELO,PM,MUNICIPAL,www.santoangelo.rs.gov.br,SANTO ÂNGELO,4317509
57501,CM DE SANTO ÂNGELO,CM S ANGEL,MUNICIPAL,www.camarasa.rs.gov.br,SANTO ÂNGELO,4317509
57503,CIA. DE DESENVOLV. DAS MISSÕES-S. ÂNGELO,CODEMISA,MUNICIPAL,,SANTO ÂNGELO,4317509
57600,PM DE SANTO ANTÔNIO DA PATRULHA,PM,MUNICIPAL,www.santoantoniodapatrulha.rs.gov.br/pmsap,SANTO ANTÔNIO DA PATRULHA,4317608
57601,CM DE SANTO ANTÔNIO DA PATRULHA,CM STO ANT,MUNICIPAL,www.camarasap.rs.gov.br,SANTO ANTÔNIO DA PATRULHA,4317608
57602,HOSPITAL MUNICIPAL DE SANTO ANTÔNIO DA PATRULHA,,MUNICIPAL,,SANTO ANTÔNIO DA PATRULHA,4317608
57603,FUND. EDUC. AGRÍCOLA DE STO.  ANTÔNIO DA PATRULHA,FEASA,MUNICIPAL,,SANTO ANTÔNIO DA PATRULHA,4317608
57604,FUND. MUSEU ANTROP. CALDAS JÚNIOR - S. A. DA PATRULHA,,MUNICIPAL,www.museucaldasjunior.hpg.com.br,SANTO ANTÔNIO DA PATRULHA,4317608
57605,AÇÚCAR GAÚCHO S/A. - S.A.PATRULHA,AGASA-S.A.,MUNICIPAL,,SANTO ANTÔNIO DA PATRULHA,4317608
57700,PM DE SANTO ANTÔNIO DAS MISSÕES,PM,MUNICIPAL,www.santoantoniodasmissoes.rs.gov.br,SANTO ANTÔNIO DAS MISSÕES,4317707
57701,CM DE SANTO ANTÔNIO DAS MISSÕES,CM S A MIS,MUNICIPAL,www.camarasantoantoniodasmissoes.rs.gov.br,SANTO ANTÔNIO DAS MISSÕES,4317707
57800,PM DE SANTO AUGUSTO,PM,MUNICIPAL,www.santoaugusto.rs.gov.br,SANTO AUGUSTO,4317806
57801,CM DE SANTO AUGUSTO,CM S AUGUS,MUNICIPAL,www.santoaugusto.rs.leg.br,SANTO AUGUSTO,4317806
57900,PM DE SANTO CRISTO,PM,MUNICIPAL,www.santocristo.rs.gov.br,SANTO CRISTO,4317905
57901,CM DE SANTO CRISTO,CM S CRIST,MUNICIPAL,www.camarasantocristo.rs.gov.br,SANTO CRISTO,4317905
58000,PM DE SÃO BORJA,PM,MUNICIPAL,www.saoborja.rs.gov.br,SÃO BORJA,4318002
58001,CM DE SÃO BORJA,CM SAO BOR,MUNICIPAL,www.camarasaoborja.rs.gov.br,SÃO BORJA,4318002
58002,FUND. EDUCACIONAL DE SÃO BORJA,FESB,MUNICIPAL,,SÃO BORJA,4318002
58100,PM DE SÃO FRANCISCO DE ASSIS,PM,MUNICIPAL,www.saofranciscodeassis.rs.gov.br,SÃO FRANCISCO DE ASSIS,4318101
58101,CM DE SÃO FRANCISCO DE ASSIS,CM S F DE,MUNICIPAL,www.saofranciscodeassis.rs.leg.br/,SÃO FRANCISCO DE ASSIS,4318101
58200,PM DE SÃO FRANCISCO DE PAULA,PM S F PAU,MUNICIPAL,www.saofranciscodepaula.rs.gov.br,SÃO FRANCISCO DE PAULA,4318200
58201,CM DE SÃO FRANCISCO DE PAULA,CM S F DE,MUNICIPAL,www.camarasfp.rs.gov.br,SÃO FRANCISCO DE PAULA,4318200
58300,PM DE SÃO GABRIEL,PM,MUNICIPAL,www.saogabriel.rs.gov.br,SÃO GABRIEL,4318309
58301,CM DE SÃO GABRIEL,CM S GABRI,MUNICIPAL,www.camarasg.rs.gov.br,SÃO GABRIEL,4318309
58400,PM DE SÃO JERÔNIMO,PM S JERON,MUNICIPAL,www.saojeronimo.rs.gov.br,SÃO JERÔNIMO,4318408
58401,CM DE SÃO JERÔNIMO,CM S JERON,MUNICIPAL,www.saojeronimo.rs.leg.br,SÃO JERÔNIMO,4318408
58500,PM DE SÃO JOSÉ DO NORTE,PM S JOSE,MUNICIPAL,www.saojosedonorte.rs.gov.br,SÃO JOSÉ DO NORTE,4318507
58501,CM DE SÃO JOSÉ DO NORTE,CM S J NOR,MUNICIPAL,www.camarasjnorte.rs.gov.br,SÃO JOSÉ DO NORTE,4318507
58600,PM DE SÃO JOSÉ DO OURO,PM S JOSE,MUNICIPAL,www.saojosedoouro.rs.gov.br/,SÃO JOSÉ DO OURO,4318606
58601,CM DE SÃO JOSÉ DO OURO,CM S JOSE,MUNICIPAL,saojosedoouro.rs.leg.br,SÃO JOSÉ DO OURO,4318606
58700,PM DE SÃO LEOPOLDO,PM S LEOPO,MUNICIPAL,www.saoleopoldo.rs.gov.br,SÃO LEOPOLDO,4318705
58701,CM DE SÃO LEOPOLDO,CM S LEOPO,MUNICIPAL,www.camarasaoleopoldo.rs.gov.br,SÃO LEOPOLDO,4318705
58702,SERVIÇO MUN. DE ÁGUA E ESGOTOS - S. LEOPOLDO,SEMAE,MUNICIPAL,www.semae.rs.gov.br,SÃO LEOPOLDO,4318705
58703,FUND. CULTURAL SÃO LEOPOLDO,F CULT.-S.,MUNICIPAL,,SÃO LEOPOLDO,4318705
58704,FUND. HOSPITAL CENTENÁRIO - SÃO LEOPOLDO,FHCSL-HC,MUNICIPAL,,SÃO LEOPOLDO,4318705
58705,SERVIÇO MUN. DE HABITAÇÃO-S.LEOPOLDO,SEMHAB,MUNICIPAL,,SÃO LEOPOLDO,4318705
58706,INST. APOS. PENSÕES SERV. MUN. - SÃO LEOPOLDO,IAPS,MUNICIPAL,www.iaps.com.br,SÃO LEOPOLDO,4318705
58800,PM DE SÃO LOURENÇO DO SUL,PM S LOUR,MUNICIPAL,www.saolourencodosul.rs.gov.br,SÃO LOURENÇO DO SUL,4318804
58801,CM DE SÃO LOURENÇO DO SUL,CM S LOURE,MUNICIPAL,www.camarasaolourencodosul.rs.gov.br,SÃO LOURENÇO DO SUL,4318804
58900,PM DE SÃO LUIZ GONZAGA,PM,MUNICIPAL,www.saoluizgonzaga.rs.gov.br,SÃO LUIZ GONZAGA,4318903
58901,CM DE SÃO LUIZ GONZAGA,CM S L GON,MUNICIPAL,www.camarasaoluizgonzaga.rs.gov.br,SÃO LUIZ GONZAGA,4318903
59000,PM DE SÃO MARCOS,PM SAO MAR,MUNICIPAL,www.saomarcos.rs.gov.br,SÃO MARCOS,4319000
59001,CM DE SÃO MARCOS,SM SAO MAR,MUNICIPAL,www.camarasaomarcos.rs.gov.br,SÃO MARCOS,4319000
59100,PM DE SÃO MARTINHO,PM,MUNICIPAL,www.saomartinho.rs.gov.br,SÃO MARTINHO,4319109
59101,CM DE SÃO MARTINHO,CM S MARTI,MUNICIPAL,www.camarasaomartinho.rs.gov.br/site,SÃO MARTINHO,4319109
59200,PM DE SÃO NICOLAU,PM,MUNICIPAL,www.saonicolau.rs.gov.br,SÃO NICOLAU,4319208
59201,CM DE SÃO NICOLAU,CM SAO NIC,MUNICIPAL,www.camarasaonicolau.rs.gov.br,SÃO NICOLAU,4319208
59300,PM DE SÃO PAULO DAS MISSÕES,PM,MUNICIPAL,www.saopaulodasmissoes.rs.gov.br,SÃO PAULO DAS MISSÕES,4319307
59301,CM DE SÃO PAULO DAS MISSÕES,CM SPM,MUNICIPAL,www.camarasaopaulodasmissoes.rs.gov.br,SÃO PAULO DAS MISSÕES,4319307
59400,PM DE SÃO PEDRO DO SUL,PM S P DO,MUNICIPAL,www.saopedrodosul.rs.gov.br/,SÃO PEDRO DO SUL,4319406
59401,CM DE SÃO PEDRO DO SUL,CM S PEDRO,MUNICIPAL,www.camarasps.rs.gov.br,SÃO PEDRO DO SUL,4319406
59500,PM DE SÃO SEBASTIÃO DO CAÍ,PM S S CAI,MUNICIPAL,www.saosebastiaodocai.rs.gov.br,SÃO SEBASTIÃO DO CAÍ,4319505
59501,CM DE SÃO SEBASTIÃO DO CAÍ,CM S SEB C,MUNICIPAL,www.saosebastiaodocai.rs.leg.br,SÃO SEBASTIÃO DO CAÍ,4319505
59600,PM DE SÃO SEPÉ,PM S SEPE,MUNICIPAL,www.saosepe.rs.gov.br,SÃO SEPÉ,4319604
59601,CM DE SÃO SEPÉ,CM SAO SEP,MUNICIPAL,www.saosepe.rs.leg.br,SÃO SEPÉ,4319604
59602,FUND. CULT. AFIF JORGE SIMÕES FILHO - SÃO SEPÉ,FCAJSF,MUNICIPAL,www.fundacaoafif.com.br,SÃO SEPÉ,4319604
59700,PM DE SÃO VALENTIM,PM S VALEN,MUNICIPAL,www.saovalentim.rs.gov.br,SÃO VALENTIM,4319703
59701,CM DE SÃO VALENTIM,CM S VALEN,MUNICIPAL,www.camarasaovalentim.rs.gov.br/,SÃO VALENTIM,4319703
59800,PM DE SÃO VICENTE DO SUL,PM S V DO,MUNICIPAL,www.saovicentedosul.rs.gov.br,SÃO VICENTE DO SUL,4319802
59801,CM DE SÃO VICENTE DO SUL,CM S VICEN,MUNICIPAL,www.camarasaovicentedosul.rs.gov.br,SÃO VICENTE DO SUL,4319802
59900,PM DE SAPIRANGA,PM SAPIRAN,MUNICIPAL,www.sapiranga.rs.gov.br,SAPIRANGA,4319901
59901,CM DE SAPIRANGA,CM SAPIRAN,MUNICIPAL,www.camarasapiranga.com.br,SAPIRANGA,4319901
60000,PM DE SAPUCAIA DO SUL,PM SAPUCAI,MUNICIPAL,www.sapucaiadosul.rs.gov.br,SAPUCAIA DO SUL,4320008
60001,CM DE SAPUCAIA DO SUL,CM SAPUCAI,MUNICIPAL,www.cmsapucaiadosul.rs.gov.br,SAPUCAIA DO SUL,4320008
60002,HOSP. MUN. GETÚLIO VARGAS-SAPUCAIA DO SUL,HMGV-SAP.S,MUNICIPAL,fhgv.com.br,SAPUCAIA DO SUL,4320008
60100,PM DE SARANDI,PM SARANDI,MUNICIPAL,www.sarandi.rs.gov.br,SARANDI,4320107
60101,CM DE SARANDI,CM SARANDI,MUNICIPAL,www.cmsarandi.rs.gov.br,SARANDI,4320107
60200,PM DE SEBERI,PM,MUNICIPAL,www.pmseberi.com.br,SEBERI,4320206
60201,CM DE SEBERI,CM SEBERI,MUNICIPAL,www.camaraseberi.com.br,SEBERI,4320206
60300,PM DE SELBACH,PM SELBACH,MUNICIPAL,www.selbach.rs.gov.br,SELBACH,4320305
60301,CM DE SELBACH,CM SELBACH,MUNICIPAL,www.cmselbach.com.br,SELBACH,4320305
60400,PM DE SERAFINA CORRÊA,PM S CORRE,MUNICIPAL,www.serafinacorrea.rs.gov.br,SERAFINA CORRÊA,4320404
60401,CM DE SERAFINA CORRÊA,CM S CORRE,MUNICIPAL,www.serafinacorrea.rs.leg.br,SERAFINA CORRÊA,4320404
60402,FUND. SERAFINENSE CULT.-SERAFINA CORRÊA,FSERAF.CUL,MUNICIPAL,,SERAFINA CORRÊA,4320404
60500,PM DE SERTÃO,PM SERTAO,MUNICIPAL,www.sertao.rs.gov.br,SERTÃO,4320503
60501,CM DE SERTÃO,CM SERTAO,MUNICIPAL,www.camarasertao.rs.gov.br,SERTÃO,4320503
60600,PM DE SEVERIANO DE ALMEIDA,PM S DE AL,MUNICIPAL,www.severianodealmeida.rs.gov.br,SEVERIANO DE ALMEIDA,4320602
